TIME,DATE(ddMMyy),LATITUDEGGA,LONGITUDEGGA,ALTITUDEGGA,NUMBERSAT,LATERR,LONGERR,ALTERR
21:58:59,200719,50.638865758,-123.477492145,1454.587000000,13,0.270000000,0.135000000,0.448000000
21:59:00,200719,50.638865582,-123.477492237,1454.565000000,13,0.270000000,0.135000000,0.448000000
21:59:01,200719,50.638865473,-123.477492372,1454.546000000,13,0.270000000,0.135000000,0.448000000
21:59:02,200719,50.638865415,-123.477492242,1454.539000000,13,0.270000000,0.135000000,0.448000000
21:59:03,200719,50.638865500,-123.477492035,1454.558000000,13,0.270000000,0.135000000,0.448000000
21:59:04,200719,50.638865563,-123.477491970,1454.579000000,13,0.270000000,0.135000000,0.448000000
21:59:05,200719,50.638865620,-123.477492000,1454.597000000,13,0.270000000,0.135000000,0.448000000
21:59:06,200719,50.638865715,-123.477491955,1454.619000000,13,0.270000000,0.135000000,0.449000000
21:59:07,200719,50.638865745,-123.477491920,1454.627000000,13,0.270000000,0.135000000,0.449000000
21:59:08,200719,50.638865758,-123.477491922,1454.636000000,13,0.270000000,0.135000000,0.449000000
21:59:09,200719,50.638865783,-123.477491933,1454.648000000,13,0.270000000,0.135000000,0.449000000
21:59:10,200719,50.638865778,-123.477491953,1454.653000000,13,0.270000000,0.135000000,0.449000000
21:59:11,200719,50.638865827,-123.477491938,1454.667000000,13,0.270000000,0.135000000,0.449000000
21:59:12,200719,50.638865807,-123.477491958,1454.671000000,13,0.270000000,0.135000000,0.449000000
21:59:13,200719,50.638865823,-123.477491852,1454.683000000,13,0.270000000,0.135000000,0.449000000
21:59:14,200719,50.638865877,-123.477491703,1454.706000000,13,0.270000000,0.135000000,0.449000000
21:59:15,200719,50.638865923,-123.477491605,1454.720000000,13,0.270000000,0.135000000,0.449000000
21:59:16,200719,50.638865937,-123.477491542,1454.729000000,13,0.270000000,0.135000000,0.449000000
21:59:17,200719,50.638866013,-123.477491507,1454.743000000,13,0.270000000,0.135000000,0.449000000
21:59:18,200719,50.638866035,-123.477491505,1454.747000000,13,0.270000000,0.135000000,0.449000000
21:59:19,200719,50.638866083,-123.477491480,1454.758000000,13,0.270000000,0.135000000,0.449000000
21:59:20,200719,50.638866158,-123.477491393,1454.774000000,13,0.270000000,0.135000000,0.449000000
21:59:21,200719,50.638866235,-123.477491342,1454.784000000,13,0.270000000,0.135000000,0.449000000
21:59:22,200719,50.638866302,-123.477491300,1454.792000000,13,0.270000000,0.135000000,0.449000000
21:59:23,200719,50.638866377,-123.477491238,1454.808000000,13,0.270000000,0.135000000,0.449000000
21:59:24,200719,50.638866383,-123.477491168,1454.800000000,13,0.270000000,0.135000000,0.450000000
21:59:25,200719,50.638866415,-123.477491057,1454.803000000,13,0.270000000,0.135000000,0.450000000
21:59:26,200719,50.638866452,-123.477491025,1454.800000000,13,0.270000000,0.135000000,0.450000000
21:59:27,200719,50.638866478,-123.477490957,1454.800000000,13,0.270000000,0.135000000,0.450000000
21:59:28,200719,50.638866497,-123.477490872,1454.806000000,13,0.270000000,0.135000000,0.450000000
21:59:29,200719,50.638866538,-123.477490818,1454.811000000,13,0.270000000,0.135000000,0.450000000
21:59:30,200719,50.638866590,-123.477490763,1454.813000000,13,0.270000000,0.135000000,0.450000000
21:59:31,200719,50.638866595,-123.477490695,1454.814000000,13,0.270000000,0.135000000,0.450000000
21:59:32,200719,50.638866597,-123.477490575,1454.814000000,13,0.270000000,0.135000000,0.450000000
21:59:33,200719,50.638866565,-123.477490618,1454.810000000,13,0.270000000,0.135000000,0.450000000
21:59:34,200719,50.638866505,-123.477490705,1454.802000000,13,0.270000000,0.135000000,0.450000000
21:59:35,200719,50.638866462,-123.477490775,1454.804000000,13,0.270000000,0.135000000,0.450000000
21:59:36,200719,50.638866443,-123.477490863,1454.807000000,13,0.271000000,0.135000000,0.450000000
