BASE,50.636043,-123.405878,476.508000,0.250000,0.010000,10569.000000,17127.000000,51.200000,0.066000,4338.600000,11.800000,14: 3:32,737626.585787,Meter,7/20/2019
BASE,50.636040,-123.405880,476.508000,0.250000,0.010000,10560.000000,17127.000000,51.200000,0.066000,4338.600000,11.600000,14: 3:35,737626.585822,Meter,7/20/2019
BASE,50.636040,-123.405880,476.508000,0.250000,0.010000,10566.000000,17127.000000,51.200000,0.066000,4338.600000,11.600000,14: 3:35,737626.585822,Meter,7/20/2019
BASE,50.636037,-123.405890,476.508000,0.250000,0.010000,10562.000000,17128.000000,51.300000,0.066000,4338.600000,11.400000,14: 3:36,737626.585833,Meter,7/20/2019
BASE,50.636033,-123.405902,476.508000,0.250000,0.010000,10578.000000,17131.000000,51.200000,0.066000,4338.600000,11.500000,14: 3:37,737626.585845,Meter,7/20/2019
BASE,50.636032,-123.405912,476.508000,0.250000,0.010000,10572.000000,17118.000000,51.200000,0.066000,4338.600000,11.500000,14: 3:38,737626.585856,Meter,7/20/2019
BASE,50.636018,-123.405922,476.508000,0.250000,0.010000,10549.000000,17131.000000,51.200000,0.066000,4338.600000,11.800000,14: 3:36,737626.585833,Meter,7/20/2019
BASE,50.636018,-123.405922,476.508000,0.250000,0.010000,10549.000000,17131.000000,51.200000,0.066000,4338.600000,11.800000,14: 3:36,737626.585833,Meter,7/20/2019
BASE,50.636008,-123.405922,476.508000,0.250000,0.010000,10574.000000,17122.000000,51.100000,0.066000,4338.600000,11.800000,14: 3:37,737626.585845,Meter,7/20/2019
BASE,50.636005,-123.405928,476.508000,0.250000,0.010000,10574.000000,17126.000000,51.100000,0.066000,4338.600000,11.800000,14: 3:38,737626.585856,Meter,7/20/2019
BASE,50.636013,-123.405945,476.508000,0.250000,0.010000,10562.000000,17139.000000,51.200000,0.066000,4338.600000,11.800000,14: 3:39,737626.585868,Meter,7/20/2019
BASE,50.636013,-123.405962,476.508000,0.250000,0.010000,10562.000000,17138.000000,51.200000,0.066000,4338.600000,11.800000,14: 3:40,737626.585880,Meter,7/20/2019
BASE,50.636013,-123.405980,476.508000,0.250000,0.010000,10560.000000,17139.000000,51.200000,0.066000,4338.600000,11.600000,14: 3:41,737626.585891,Meter,7/20/2019
BASE,50.636010,-123.406013,476.508000,0.250000,0.010000,10566.000000,17137.000000,51.200000,0.066000,4338.600000,11.600000,14: 3:42,737626.585903,Meter,7/20/2019
